,base_model,predicted_model,expected_f1_score,expected_precision,expected_recall,SEMANTIC_SIMILARITY,comparit_precision,comparit_recall,comparit_f1_score,SEMANTIC_SIMILARITY_ERROR,COMPARIT_ERROR
143,evaluate_travis/future,evaluate_travis/future/base_model/mutant_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
144,evaluate_travis/future,evaluate_travis/future/base_model/mutant_10,0.9242009132480065,0.9565217391,0.8939929329,0.9999970941940384,0.95652175,0.89399296,0.92420095,0.0758,0.0
145,evaluate_travis/future,evaluate_travis/future/base_model/mutant_2,0.0,0.0,0.0,0.17205293711428407,0.0,0.0,0.0,0.17205,0.0
146,evaluate_travis/future,evaluate_travis/future/base_model/mutant_9,0.9604316546519299,0.978021978,0.9434628975,0.9999936969376181,0.978022,0.9434629,0.96043164,0.03956,0.0
147,evaluate_travis/future,evaluate_travis/future/base_model/mutant_5,0.1634615384930254,0.2556390977,0.1201413428,0.9979175920786227,0.2556391,0.12014134,0.16346154,0.83446,0.0
148,evaluate_travis/future,evaluate_travis/future/base_model/mutant_6,0.946606334873485,0.9703153989,0.9240282686,0.9999894222046574,0.9703154,0.9240283,0.9466064,0.05338,0.0
149,evaluate_travis/future,evaluate_travis/future/base_model/mutant_7,0.9866666666356826,0.9928443649,0.980565371,0.9999982662414162,0.99284434,0.98056537,0.9866667,0.01333,0.0
150,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_4,0.47500000004366977,0.6151079137,0.3868778281,0.9429131194658752,0.6151079,0.38687783,0.47499996,0.46791,0.0
151,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_8,0.5306122448941023,0.6655290102,0.4411764706,0.9347071442512159,0.665529,0.44117647,0.53061223,0.40409,0.0
152,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_3,0.2292609351777778,0.3438914027,0.1719457014,0.9453874251847786,0.3438914,0.1719457,0.22926092,0.71613,0.0
153,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
154,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_10,0.9033018867927243,0.9433497537,0.8665158371,0.9999007812288071,0.9433498,0.8665158,0.9033019,0.0966,0.0
155,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_2,0.0,0.0,0.0,0.2113866388416014,0.0,0.0,0.0,0.21139,0.0
156,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_9,0.8391777509056457,0.9012987013,0.7850678733,0.9997690543716887,0.9012987,0.78506786,0.8391777,0.16059,0.0
157,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_5,0.29498525075462795,0.4237288136,0.2262443439,0.9436758389373936,0.42372882,0.22624435,0.29498526,0.64869,0.0
158,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_6,0.7955665024925114,0.872972973,0.7307692308,0.9991908007391038,0.87297297,0.7307692,0.79556656,0.20362,0.0
159,evaluate_travis/sax,evaluate_travis/sax/base_model/mutant_7,0.962025316459911,0.9789227166,0.9457013575,0.9996916528708469,0.9789227,0.94570136,0.96202534,0.03767,0.0
160,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_4,0.583333333365625,0.7777777778,0.4666666667,0.7467670275637759,0.7777778,0.46666667,0.5833333,0.16343,0.0
161,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_8,0.63999999998,0.8,0.5333333333,0.7773722599778861,0.8,0.53333336,0.64000005,0.13737,0.0
162,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_3,0.2857142857,0.5,0.2,0.7351752094143996,0.5,0.2,0.2857143,0.44946,0.0
163,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_1,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.0,0.0
164,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_10,0.8461538461,1.0,0.7333333333,0.9914796389868337,1.0,0.73333335,0.84615386,0.14533,0.0
165,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_2,0.0,0.0,0.0,0.28832065693550374,0.0,0.0,0.0,0.28832,0.0
166,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_9,0.8148148148074074,0.9166666667,0.7333333333,0.9884139453034484,0.9166667,0.73333335,0.8148148,0.1736,0.0
167,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_5,0.36363636366157026,0.5714285714,0.2666666667,0.7833107644158503,0.5714286,0.26666668,0.36363637,0.41967,0.0
168,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_6,0.769230769256213,0.9090909091,0.6666666667,0.9846905187802681,0.90909094,0.6666667,0.7692308,0.21546,0.0
169,evaluate_travis/tracee_binding_quartz,evaluate_travis/tracee_binding_quartz/base_model/mutant_7,0.9655172414,1.0,0.9333333333,0.9974784421076479,1.0,0.93333334,0.9655172,0.03196,0.0
170,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_4,0.4740177440075785,0.6131147541,0.3863636364,0.9181982121117598,0.61290324,0.37915742,0.46849316,0.44418,0.006
171,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_8,0.4804045512096193,0.6188925081,0.3925619835,0.9174721581478847,0.6192171,0.3858093,0.47540987,0.43707,0.005
172,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_3,0.2814614344176697,0.4078431373,0.2148760331,0.9076879947894134,0.3842795,0.19512194,0.2588235,0.62623,0.023
173,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_1,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.0,0.0
174,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_10,0.9164882227137756,0.9511111111,0.8842975207,0.9997745870323179,0.9546539,0.88691795,0.9195403,0.08329,0.003
175,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_2,0.0,0.0,0.0,0.2280626381107675,0.0,0.0,0.0,0.22806,0.0
176,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_9,0.8736383442116679,0.9239631336,0.8285123967,0.9986919157304424,0.9177057,0.8159645,0.86384976,0.12505,0.01
177,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_5,0.2887989204191866,0.4163424125,0.2210743802,0.9086394266900307,0.3939394,0.20177384,0.26686218,0.61984,0.022
178,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_6,0.8689956331968041,0.9212962963,0.8223140496,0.9986270796213512,0.914787,0.80931264,0.85882354,0.12963,0.01
179,evaluate_travis/mtsar,evaluate_travis/mtsar/base_model/mutant_7,0.9958592132525992,0.9979253112,0.9938016529,0.9999959373649372,0.9977728,0.9933481,0.9955556,0.00414,0.0
180,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_4,0.6538461538585799,0.7727272727,0.5666666667,0.8994385461265393,0.77272725,0.56666666,0.65384614,0.24559,0.0
181,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_8,0.6981132075734425,0.8043478261,0.6166666667,0.8847136080764941,0.8043478,0.6166667,0.6981132,0.1866,0.0
182,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_3,0.2666666667,0.4,0.2,0.8566759769595429,0.4,0.2,0.26666668,0.59001,0.0
183,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_1,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.0,0.0
184,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_10,0.8750000000158163,0.9423076923,0.8166666667,0.9958705696204866,0.9423077,0.81666666,0.875,0.12087,0.0
185,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_2,0.0,0.0,0.0,0.22549092618573116,0.0,0.0,0.0,0.22549,0.0
186,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_9,0.7169811320459238,0.8260869565,0.6333333333,0.963470281480309,0.82608694,0.6333333,0.7169812,0.24649,0.0
187,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_5,0.3260869565,0.46875,0.25,0.8938603050443025,0.46875,0.25,0.32608697,0.56777,0.0
188,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_6,0.673076923071006,0.7954545455,0.5833333333,0.9489349587755165,0.79545456,0.5833333,0.6730769,0.27586,0.0
189,evaluate_travis/candybar_extLibs,evaluate_travis/candybar_extLibs/base_model/mutant_7,0.96610169492,0.9827586207,0.95,0.9980371810166041,0.98275864,0.95,0.9661017,0.03194,0.0
190,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_4,0.6666666666727,0.8181818182,0.5625,0.8099946378942456,0.8181818,0.5625,0.6666667,0.14333,0.0
191,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_8,0.75862068967372,0.8461538462,0.6875,0.9032846010815907,0.84615386,0.6875,0.7586207,0.14466,0.0
192,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_3,0.3333333333,0.5,0.25,0.808509766859438,0.5,0.25,0.33333334,0.47518,0.0
193,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
194,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_10,0.8571428571,1.0,0.75,0.9239995617725704,1.0,0.75,0.85714287,0.06686,0.0
195,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_2,0.0,0.0,0.0,0.4337125973239771,0.0,0.0,0.0,0.43371,0.0
196,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_9,0.75862068967372,0.8461538462,0.6875,0.9717012591510688,0.84615386,0.6875,0.7586207,0.21308,0.0
197,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_5,0.4615384615,0.6,0.375,0.8730131111832927,0.6,0.375,0.46153846,0.41147,0.0
198,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_6,0.6666666666727,0.8181818182,0.5625,0.9513952568931616,0.8181818,0.5625,0.6666667,0.28473,0.0
199,evaluate_travis/tracee_binding_springmvc,evaluate_travis/tracee_binding_springmvc/base_model/mutant_7,0.9333333333,1.0,0.875,0.9679786084689347,1.0,0.875,0.93333334,0.03465,0.0
200,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_4,0.699999999976,0.875,0.5833333333,0.8697188713704931,0.875,0.5833333,0.7,0.16972,0.0
201,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_8,0.7619047619306123,0.8888888889,0.6666666667,0.8663912191382098,0.8888889,0.6666667,0.7619048,0.10449,0.0
202,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_3,0.3529411765,0.6,0.25,0.4293006053743646,0.6,0.25,0.3529412,0.07636,0.0
203,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_1,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.0,0.0
204,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_10,0.8,1.0,0.6666666667,0.9182221253973238,1.0,0.6666667,0.8,0.11822,0.0
205,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_2,0.0,0.0,0.0,0.20559301271118474,0.0,0.0,0.0,0.20559,0.0
206,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_9,0.7619047619306123,0.8888888889,0.6666666667,0.92094778700466,0.8888889,0.6666667,0.7619048,0.15904,0.0
207,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_5,0.4444444444222222,0.6666666667,0.3333333333,0.6059110718609845,0.6666667,0.33333334,0.44444448,0.16147,0.0
208,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_6,0.699999999976,0.875,0.5833333333,0.8877490526282561,0.875,0.5833333,0.7,0.18775,0.0
209,evaluate_travis/tracee_binding_jaxrs2,evaluate_travis/tracee_binding_jaxrs2/base_model/mutant_7,0.9565217391,1.0,0.9166666667,0.9912218404239145,1.0,0.9166667,0.95652175,0.0347,0.0
210,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_4,0.7272727272,1.0,0.5714285714,0.731468591617433,1.0,0.5714286,0.72727275,0.0042,0.0
211,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_8,0.8333333333,1.0,0.7142857143,0.8503721742024213,1.0,0.71428573,0.8333334,0.01704,0.0
212,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_3,0.4444444444,1.0,0.2857142857,0.543715870006942,1.0,0.2857143,0.44444448,0.09927,0.0
213,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_1,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.0,0.0
214,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_10,0.7272727272,1.0,0.5714285714,0.7020348564270845,1.0,0.5714286,0.72727275,0.02524,0.0
215,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_2,0.0,0.0,0.0,0.4979327039925193,0.0,0.0,0.0,0.49793,0.0
216,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_9,0.8333333333,1.0,0.7142857143,0.944024157150221,1.0,0.71428573,0.8333334,0.11069,0.0
217,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_5,0.6,1.0,0.4285714286,0.6860000268471385,1.0,0.42857143,0.59999996,0.086,0.0
218,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_6,0.7272727272,1.0,0.5714285714,0.8531706563055087,1.0,0.5714286,0.72727275,0.1259,0.0
219,evaluate_travis/tracee_binding_springrabbitmq,evaluate_travis/tracee_binding_springrabbitmq/base_model/mutant_7,0.9230769231,1.0,0.8571428571,0.9505071164593809,1.0,0.85714287,0.9230769,0.02743,0.0
220,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_4,0.5714285714,1.0,0.4,0.6401080926678893,1.0,0.4,0.5714286,0.06868,0.0
221,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_8,0.75,1.0,0.6,0.7009577434055765,1.0,0.6,0.75,0.04904,0.0
222,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_3,0.5714285714,1.0,0.4,0.6401080926678893,1.0,0.4,0.5714286,0.06868,0.0
223,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_1,1.0,1.0,1.0,0.9999999999999997,1.0,1.0,1.0,0.0,0.0
224,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_10,0.75,1.0,0.6,0.8580316844425544,1.0,0.6,0.75,0.10803,0.0
225,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_2,0.0,0.0,0.0,0.584633726823784,0.0,0.0,0.0,0.58463,0.0
226,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_9,1.0,1.0,1.0,0.9999999999999997,1.0,1.0,1.0,0.0,0.0
227,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_5,0.75,1.0,0.6,0.7009577434055765,1.0,0.6,0.75,0.04904,0.0
228,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_6,0.8888888889,1.0,0.8,0.9754232729353534,1.0,0.8,0.88888896,0.08653,0.0
229,evaluate_travis/solr-3.x,evaluate_travis/solr-3.x/base_model/mutant_7,0.8888888889,1.0,0.8,0.9754232729353534,1.0,0.8,0.88888896,0.08653,0.0
230,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_4,0.23423423426666667,0.3513513514,0.1756756757,0.9949263690364702,0.35135135,0.17567568,0.23423423,0.76069,0.0
231,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_8,0.2831858407044404,0.4102564103,0.2162162162,0.9903449593471515,0.41025642,0.21621622,0.28318584,0.70716,0.0
232,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_3,0.11320754718825,0.1875,0.0810810811,0.9973580428659071,0.1875,0.08108108,0.113207534,0.88415,0.0
233,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
234,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_10,0.9078014184604195,0.9552238806,0.8648648649,0.9997864855231221,0.95522386,0.8648649,0.9078014,0.09199,0.0
235,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_2,0.0,0.0,0.0,0.18286926533695697,0.0,0.0,0.0,0.18287,0.0
236,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_9,0.9370629370816372,0.9710144928,0.9054054054,0.9998389920571847,0.9710145,0.9054054,0.9370629,0.06278,0.0
237,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_5,0.16666666665569274,0.2647058824,0.1216216216,0.9972244333805528,0.2647059,0.12162162,0.16666669,0.83056,0.0
238,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_6,0.9078014184604195,0.9552238806,0.8648648649,0.9997639275944149,0.95522386,0.8648649,0.9078014,0.09196,0.0
239,evaluate_travis/tracee_binding_jms,evaluate_travis/tracee_binding_jms/base_model/mutant_7,0.9726027397414524,0.9861111111,0.9594594595,0.9999651821015687,0.9861111,0.9594595,0.9726028,0.02736,0.0
240,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_4,0.8571428571,1.0,0.75,0.9592917738253827,1.0,0.75,0.85714287,0.10215,0.0
241,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_8,0.9090909091,1.0,0.8333333333,0.9679309847838466,1.0,0.8333333,0.90909094,0.05884,0.0
242,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_3,0.3529411765,0.6,0.25,0.7205751671157021,0.6,0.25,0.3529412,0.36763,0.0
243,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_1,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.0,0.0
244,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_10,0.8,1.0,0.6666666667,0.741700427286965,1.0,0.6666667,0.8,0.0583,0.0
245,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_2,0.0,0.0,0.0,0.3214400960863489,0.0,0.0,0.0,0.32144,0.0
246,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_9,0.6,0.75,0.5,0.9371441449122806,0.75,0.5,0.6,0.33714,0.0
247,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_5,0.4444444444222222,0.6666666667,0.3333333333,0.8726326593522902,0.6666667,0.33333334,0.44444448,0.42819,0.0
248,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_6,0.5263157895041551,0.7142857143,0.4166666667,0.8406645883719016,0.71428573,0.41666666,0.5263158,0.31435,0.0
249,evaluate_travis/tracee_binding_httpcomponents,evaluate_travis/tracee_binding_httpcomponents/base_model/mutant_7,0.9565217391,1.0,0.9166666667,0.9816763462376368,1.0,0.9166667,0.95652175,0.02515,0.0
250,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_4,0.863636363656,0.95,0.7916666667,0.9831022876142604,0.95,0.7916667,0.8636364,0.11947,0.0
251,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_8,0.8888888888782223,0.9523809524,0.8333333333,0.991491629504793,0.95238096,0.8333333,0.8888889,0.1026,0.0
252,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_3,0.43243243240818113,0.6153846154,0.3333333333,0.7823286250405121,0.61538464,0.33333334,0.43243247,0.3499,0.0
253,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
254,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_10,0.837209302344,0.9473684211,0.75,0.9353269126787939,0.94736844,0.75,0.83720934,0.09812,0.0
255,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_2,0.0,0.0,0.0,0.4872895099502832,0.0,0.0,0.0,0.48729,0.0
256,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_9,0.634146341502439,0.7647058824,0.5416666667,0.897156253369366,0.7647059,0.5416667,0.63414633,0.26301,0.0
257,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_5,0.473684210538,0.6428571429,0.375,0.8488573563573023,0.64285713,0.375,0.47368425,0.37517,0.0
258,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_6,0.6,0.75,0.5,0.8455628772031412,0.75,0.5,0.6,0.24556,0.0
259,evaluate_travis/tracee_binding_cfx,evaluate_travis/tracee_binding_cfx/base_model/mutant_7,0.9787234042,1.0,0.9583333333,0.9941916066826021,1.0,0.9583333,0.9787234,0.01547,0.0
260,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_4,0.45217391303736865,0.6046511628,0.3611111111,0.8307117686874145,0.60465115,0.3611111,0.45217392,0.37854,0.0
261,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_8,0.5084745762827924,0.652173913,0.4166666667,0.8449747755260532,0.65217394,0.41666666,0.5084745,0.3365,0.0
262,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_3,0.34545454546,0.5,0.2638888889,0.8144703305160585,0.5,0.2638889,0.34545454,0.46902,0.0
263,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_1,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,0.0,0.0
264,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_10,0.9130434782401,0.9545454545,0.875,0.9995681395840907,0.95454544,0.875,0.91304344,0.08652,0.0
265,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_2,0.0,0.0,0.0,0.27567477348826863,0.0,0.0,0.0,0.27567,0.0
266,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_9,0.9352517985585115,0.9701492537,0.9027777778,0.9996399106252555,0.9701493,0.9027778,0.93525183,0.06439,0.0
267,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_5,0.407079645993171,0.5609756098,0.3194444444,0.8271756784222054,0.5609756,0.31944445,0.40707964,0.4201,0.0
268,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_6,0.897058823516955,0.953125,0.8472222222,0.9992342282453057,0.953125,0.8472222,0.8970588,0.10218,0.0
269,evaluate_travis/tracee_core,evaluate_travis/tracee_core/base_model/mutant_7,0.9645390070801267,0.9855072464,0.9444444444,0.9997530707453597,0.98550725,0.9444444,0.964539,0.03521,0.0
270,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_4,0.8571428571,1.0,0.75,0.9592917738253827,1.0,0.75,0.85714287,0.10215,0.0
271,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_8,0.9090909091,1.0,0.8333333333,0.9679309847838466,1.0,0.8333333,0.90909094,0.05884,0.0
272,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_3,0.3529411765,0.6,0.25,0.7205751671157021,0.6,0.25,0.3529412,0.36763,0.0
273,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_1,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.0,0.0
274,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_10,0.8,1.0,0.6666666667,0.741700427286965,1.0,0.6666667,0.8,0.0583,0.0
275,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_2,0.0,0.0,0.0,0.3214400960863489,0.0,0.0,0.0,0.32144,0.0
276,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_9,0.6,0.75,0.5,0.9371441449122806,0.75,0.5,0.6,0.33714,0.0
277,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_5,0.4444444444222222,0.6666666667,0.3333333333,0.8726326593522902,0.6666667,0.33333334,0.44444448,0.42819,0.0
278,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_6,0.5263157895041551,0.7142857143,0.4166666667,0.8406645883719016,0.71428573,0.41666666,0.5263158,0.31435,0.0
279,evaluate_travis/tracee_binding_httpcomponents5,evaluate_travis/tracee_binding_httpcomponents5/base_model/mutant_7,0.9565217391,1.0,0.9166666667,0.9816763462376368,1.0,0.9166667,0.95652175,0.02515,0.0
280,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_4,0.30769230764142014,0.4444444444,0.2352941176,0.8823267054731022,0.44444445,0.23529412,0.3076923,0.57463,0.0
281,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_8,0.5000000000242347,0.6363636364,0.4117647059,0.9007046421314582,0.6363636,0.4117647,0.5,0.4007,0.0
282,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_3,0.30769230764142014,0.4444444444,0.2352941176,0.8823267054731022,0.44444445,0.23529412,0.3076923,0.57463,0.0
283,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_1,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.0,0.0
